,resultId,raceId,driverId,driverId_Ref,constructorId,constructorId_Ref,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapTime_ms,fastestLapSpeed,statusId,statusId_name
16344,16345,665,358,rindt,180,lotus-ford,2.0,1,1.0,1,1,9.0,108,57:56.8,7076840.0,,,,0,,1,Finished
16362,16363,666,304,hulme,187,mclaren-ford,5.0,4,1.0,1,1,9.0,65,54:08.8,6848800.0,,,,0,,1,Finished
16379,16380,667,373,clark,180,lotus-ford,4.0,1,1.0,1,1,9.0,80,53:56.6,6836600.0,,,,0,,1,Finished
16402,16403,668,289,hill,180,lotus-ford,10.0,6,1.0,1,1,9.0,90,15:02.1,8102100.0,,,,0,,1,Finished
16416,16417,669,289,hill,180,lotus-ford,9.0,1,1.0,1,1,9.0,80,00:32.3,7232300.0,,,,0,,1,Finished
16434,16435,670,360,mclaren,187,mclaren-ford,5.0,6,1.0,1,1,9.0,28,40:02.1,6002100.0,,,,0,,1,Finished
16452,16453,671,328,stewart,196,matra-ford,8.0,5,1.0,1,1,9.0,90,46:11.2,9971200.0,,,,0,,1,Finished
16471,16472,672,235,ickx,6,ferrari,26.0,3,1.0,1,1,9.0,60,25:40.9,8740900.0,,,,0,,1,Finished
16488,16489,673,346,siffert,180,lotus-ford,22.0,4,1.0,1,1,9.0,80,01:20.3,7280300.0,,,,0,,1,Finished
16508,16509,674,328,stewart,196,matra-ford,6.0,6,1.0,1,1,9.0,14,19:03.2,8343200.0,,,,0,,1,Finished
16528,16529,675,304,hulme,187,mclaren-ford,1.0,7,1.0,1,1,9.0,68,40:14.8,6014800.0,,,,0,,1,Finished
16550,16551,676,304,hulme,187,mclaren-ford,1.0,6,1.0,1,1,9.0,90,27:11.2,8831200.0,,,,0,,1,Finished
16571,16572,677,328,stewart,196,matra-ford,15.0,2,1.0,1,1,9.0,108,59:20.3,7160290.0,,,,0,,1,Finished
16591,16592,678,289,hill,180,lotus-ford,10.0,3,1.0,1,1,9.0,65,56:44.0,7003950.0,,,,0,,1,Finished
16612,16613,679,345,rodriguez,167,virgin,4.0,4,1.0,1,1,9.0,80,05:45.9,7545900.0,,,,0,,1,Finished
16630,16631,680,304,hulme,191,brabham-repco,9.0,4,1.0,1,1,9.0,100,34:34.3,9274300.0,,,,0,,1,Finished
16649,16650,681,373,clark,180,lotus-ford,5.0,8,1.0,1,1,9.0,90,14:45.1,8085100.0,,,,0,,1,Finished
16666,16667,682,364,gurney,190,eagle-weslake,36.0,2,1.0,1,1,9.0,28,40:49.4,6049400.0,,,,0,,1,Finished
16684,16685,683,356,jack_brabham,191,brabham-repco,3.0,2,1.0,1,1,9.0,80,13:21.3,8001300.0,,,,0,,1,Finished
16699,16700,684,373,clark,180,lotus-ford,5.0,1,1.0,1,1,9.0,80,59:25.6,7165600.0,,,,0,,1,Finished
16720,16721,685,304,hulme,191,brabham-repco,2.0,2,1.0,1,1,9.0,15,05:55.7,7555700.0,,,,0,,1,Finished
16744,16745,686,356,jack_brabham,191,brabham-repco,1.0,7,1.0,1,1,9.0,90,40:40.0,9640000.0,,,,0,,1,Finished
16762,16763,687,341,surtees,11,honda,14.0,9,1.0,1,1,9.0,68,43:45.0,6225000.0,,,,0,,1,Finished
16780,16781,688,373,clark,180,lotus-ford,5.0,2,1.0,1,1,9.0,108,03:13.2,7393200.0,,,,0,,1,Finished
16798,16799,689,373,clark,180,lotus-ford,5.0,1,1.0,1,1,9.0,65,59:28.7,7168700.0,,,,0,,1,Finished
16817,16818,690,328,stewart,66,brm,12.0,3,1.0,1,1,9.0,100,33:10.5,9190500.0,,,,0,,1,Finished
16833,16834,691,341,surtees,6,ferrari,6.0,1,1.0,1,1,9.0,28,09:11.3,7751300.0,,,,0,,1,Finished
16851,16852,692,356,jack_brabham,191,brabham-repco,12.0,4,1.0,1,1,9.0,48,48:31.3,6511300.0,,,,0,,1,Finished
16868,16869,693,356,jack_brabham,191,brabham-repco,5.0,1,1.0,1,1,9.0,80,13:13.4,7993400.0,,,,0,,1,Finished
16888,16889,694,356,jack_brabham,191,brabham-repco,16.0,1,1.0,1,1,9.0,90,20:32.5,8432500.0,,,,0,,1,Finished
16905,16906,695,356,jack_brabham,191,brabham-repco,3.0,5,1.0,1,1,9.0,15,27:03.0,8823000.0,,,,0,,1,Finished
16924,16925,696,375,scarfiotti,6,ferrari,6.0,2,1.0,1,1,9.0,68,47:14.8,6434800.0,,,,0,,1,Finished
16946,16947,697,373,clark,176,lotus-brm,1.0,2,1.0,1,1,9.0,108,09:40.1,7780110.0,,,,0,,1,Finished
16965,16966,698,341,surtees,167,virgin,7.0,1,1.0,1,1,9.0,65,06:35.3,7595340.0,,,,0,,1,Finished
16983,16984,699,373,clark,172,lotus-climax,5.0,1,1.0,1,1,9.0,85,06:46.0,7606000.0,,,,0,,1,Finished
17014,17015,700,289,hill,66,brm,3.0,1,1.0,1,1,9.0,100,37:39.6,9459600.0,,,,0,,1,Finished
17031,17032,701,373,clark,172,lotus-climax,17.0,2,1.0,1,1,9.0,32,23:34.8,8614800.0,,,,0,,1,Finished
17050,17051,702,373,clark,172,lotus-climax,6.0,1,1.0,1,1,9.0,40,41:38.4,9698400.0,,,,0,,1,Finished
17067,17068,703,373,clark,172,lotus-climax,5.0,1,1.0,1,1,9.0,80,05:25.4,7525400.0,,,,0,,1,Finished
17090,17091,704,373,clark,172,lotus-climax,6.0,2,1.0,1,1,9.0,80,03:59.1,7439100.0,,,,0,,1,Finished
17107,17108,705,373,clark,172,lotus-climax,1.0,1,1.0,1,1,9.0,15,07:52.4,7672400.0,,,,0,,1,Finished
17128,17129,706,328,stewart,66,brm,32.0,3,1.0,1,1,9.0,76,04:52.8,7492800.0,,,,0,,1,Finished
17151,17152,707,289,hill,66,brm,3.0,1,1.0,1,1,9.0,110,20:36.1,8436100.0,,,,0,,1,Finished
17169,17170,708,386,ginther,11,honda,11.0,3,1.0,1,1,9.0,65,08:32.1,7712100.0,,,,0,,1,Finished
17188,17189,709,289,hill,66,brm,8.0,3,1.0,1,1,9.0,100,41:19.5,9679500.0,,,,0,,1,Finished
17211,17212,710,373,clark,172,lotus-climax,18.0,2,1.0,1,1,9.0,80,07:35.4,7655400.0,,,,0,,1,Finished
17229,17230,711,373,clark,172,lotus-climax,23.0,6,1.0,1,1,9.0,32,06:40.5,7600500.0,,,,0,,1,Finished
17247,17248,712,364,gurney,183,brabham-climax,22.0,2,1.0,1,1,9.0,57,07:49.1,7669100.0,,,,0,,1,Finished
17264,17265,713,373,clark,172,lotus-climax,1.0,1,1.0,1,1,9.0,80,15:07.0,8107000.0,,,,0,,1,Finished
17289,17290,714,341,surtees,6,ferrari,7.0,1,1.0,1,1,9.0,15,12:04.8,7924800.0,,,,0,,1,Finished
17312,17313,715,385,bandini,6,ferrari,8.0,7,1.0,1,1,9.0,105,06:18.2,7578230.0,,,,0,,1,Finished
17332,17333,716,341,surtees,6,ferrari,2.0,1,1.0,1,1,9.0,78,10:51.8,7851800.0,,,,0,,1,Finished
17356,17357,717,289,hill,66,brm,3.0,4,1.0,1,1,9.0,110,16:38.0,8198000.0,,,,0,,1,Finished
17375,17376,718,364,gurney,183,brabham-climax,6.0,2,1.0,1,1,9.0,65,09:50.3,7790320.0,,,,0,,1,Finished
17394,17395,719,289,hill,66,brm,6.0,2,1.0,1,1,9.0,100,41:49.7,9709700.0,,,,0,,1,Finished
17419,17420,720,373,clark,172,lotus-climax,1.0,8,1.0,1,1,9.0,32,27:47.6,8867600.0,,,,0,,1,Finished
17443,17444,721,373,clark,172,lotus-climax,6.0,1,1.0,1,1,9.0,80,08:13.7,7693700.0,,,,0,,1,Finished
17464,17465,722,373,clark,172,lotus-climax,18.0,1,1.0,1,1,9.0,53,10:54.3,7854300.0,,,,0,,1,Finished
17488,17489,723,373,clark,172,lotus-climax,4.0,1,1.0,1,1,9.0,82,14:09.6,8049600.0,,,,0,,1,Finished
17514,17515,724,341,surtees,6,ferrari,7.0,2,1.0,1,1,9.0,15,13:06.8,7986800.0,,,,0,,1,Finished
17543,17544,725,373,clark,172,lotus-climax,8.0,3,1.0,1,1,9.0,86,24:19.6,8659600.0,,,,0,,1,Finished
17576,17577,726,289,hill,66,brm,1.0,1,1.0,1,1,9.0,110,19:22.1,8362100.0,,,,0,,1,Finished
17600,17601,727,373,clark,172,lotus-climax,8.0,1,1.0,1,1,9.0,65,09:52.1,7792100.0,,,,0,,1,Finished
17625,17626,729,289,hill,66,brm,17.0,2,1.0,1,1,9.0,80,11:02.1,7862100.0,,,,0,,1,Finished
17647,17648,730,360,mclaren,170,cooper-climax,14.0,3,1.0,1,1,9.0,100,46:29.7,9989700.0,,,,0,,1,Finished
17671,17672,731,373,clark,172,lotus-climax,16.0,13,1.0,1,1,9.0,32,07:32.3,7652300.0,,,,0,,1,Finished
17697,17698,732,364,gurney,95,porsche,30.0,6,1.0,1,1,9.0,54,07:05.5,7625500.0,,,,0,,1,Finished
17719,17720,733,373,clark,172,lotus-climax,20.0,1,1.0,1,1,9.0,75,26:20.8,8780800.0,,,,0,,1,Finished
17745,17746,734,289,hill,66,brm,11.0,2,1.0,1,1,9.0,15,38:45.3,9525300.0,,,,0,,1,Finished
17776,17777,735,289,hill,66,brm,14.0,2,1.0,1,1,9.0,86,29:08.4,8948400.0,,,,0,,1,Finished
17807,17808,736,373,clark,172,lotus-climax,8.0,1,1.0,1,1,9.0,100,07:13.0,7633000.0,,,,0,,1,Finished
17827,17828,737,289,hill,66,brm,3.0,2,1.0,1,1,9.0,82,08:03.3,7683300.0,,,,0,,1,Finished
17848,17849,738,475,moss,172,lotus-climax,20.0,1,1.0,1,1,9.0,100,45:50.1,9950100.0,,,,0,,1,Finished
17869,17870,739,476,trips,6,ferrari,3.0,2,1.0,1,1,9.0,75,01:52.1,7312100.0,,,,0,,1,Finished
17886,17887,740,403,phil_hill,6,ferrari,4.0,1,1.0,1,1,9.0,30,03:03.8,7383800.0,,,,0,,1,Finished
17912,17913,741,394,baghetti,6,ferrari,50.0,12,1.0,1,1,9.0,52,14:17.5,8057500.0,,,,0,,1,Finished
17943,17944,742,476,trips,6,ferrari,4.0,4,1.0,1,1,9.0,75,40:53.6,9653600.0,,,,0,,1,Finished
17974,17975,743,475,moss,172,lotus-climax,7.0,3,1.0,1,1,9.0,15,18:12.4,8292400.0,,,,0,,1,Finished
18007,18008,744,403,phil_hill,6,ferrari,2.0,4,1.0,1,1,9.0,43,03:13.0,7393000.0,,,,0,,1,Finished
18046,18047,745,404,ireland,172,lotus-climax,15.0,8,1.0,1,1,9.0,100,13:45.8,8025800.0,,,,0,,1,Finished
18066,18067,746,360,mclaren,170,cooper-climax,16.0,13,1.0,1,1,8.0,80,17:49.5,8269500.0,,,,0,,1,Finished
18088,18089,747,475,moss,32,team_lotus,28.0,1,1.0,1,1,8.0,100,53:45.5,10425500.0,,,,0,,1,Finished
18112,18113,748,509,rathmann,107,watson,4.0,2,1.0,1,1,8.0,200,36:11.4,12971360.0,,,,0,,1,Finished
18145,18146,749,356,jack_brabham,170,cooper-climax,11.0,2,1.0,1,1,8.0,75,01:47.2,7307200.0,,,,0,,1,Finished
18166,18167,750,356,jack_brabham,170,cooper-climax,2.0,1,1.0,1,1,8.0,36,21:37.3,8497300.0,,,,0,,1,Finished
18185,18186,751,356,jack_brabham,170,cooper-climax,16.0,1,1.0,1,1,8.0,50,57:24.9,7044900.0,,,,0,,1,Finished
18208,18209,752,356,jack_brabham,170,cooper-climax,1.0,1,1.0,1,1,8.0,77,04:24.3,7464300.0,,,,0,,1,Finished
18233,18234,753,356,jack_brabham,170,cooper-climax,2.0,3,1.0,1,1,8.0,55,19:00.0,8340030.0,,,,0,,1,Finished
18248,18249,754,403,phil_hill,6,ferrari,20.0,1,1.0,1,1,8.0,50,21:09.2,8469200.0,,,,0,,1,Finished
18265,18266,755,475,moss,32,team_lotus,5.0,1,1.0,1,1,8.0,75,28:52.2,8932200.0,,,,0,,1,Finished
18288,18289,756,356,jack_brabham,170,cooper-climax,24.0,3,1.0,1,1,9.0,100,55:51.3,10551300.0,,,,0,,1,Finished
18312,18313,757,449,ward,107,watson,5.0,6,1.0,1,1,8.0,200,40:49.2,13249200.0,,,,0,,1,Finished
18345,18346,758,347,bonnier,66,brm,7.0,1,1.0,1,1,8.0,75,05:26.8,7526800.0,,,,0,,1,Finished
18360,18361,759,479,brooks,6,ferrari,24.0,1,1.0,1,1,8.0,50,01:26.5,7286500.0,,,,0,,1,Finished
18382,18383,760,356,jack_brabham,170,cooper-climax,12.0,1,1.0,1,1,8.0,75,30:11.6,9011600.0,,,,0,,1,Finished
18412,18413,761,479,brooks,6,ferrari,4.0,1,1.0,1,1,9.0,60,09:31.6,7771600.0,,,,0,,1,Finished
18427,18428,762,475,moss,170,cooper-climax,4.0,1,1.0,1,1,9.0,62,11:55.4,7915410.0,,,,0,,1,Finished
18443,18444,763,475,moss,170,cooper-climax,14.0,1,1.0,1,1,8.0,72,04:05.4,7445400.0,,,,0,,1,Finished
18464,18465,764,360,mclaren,170,cooper-climax,9.0,10,1.0,1,1,8.0,42,12:35.7,7955700.0,,,,0,,1,Finished
18483,18484,765,475,moss,87,cooper,14.0,7,1.0,1,1,8.0,80,19:33.7,8373700.0,,,,0,,1,Finished
18493,18494,766,427,trintignant,87,cooper,20.0,5,1.0,1,1,8.0,100,52:27.9,10347900.0,,,,0,,1,Finished
18524,18525,767,475,moss,118,vanwall,1.0,2,1.0,1,1,9.0,75,04:49.2,7489200.0,,,,0,,1,Finished
18542,18543,768,525,bryan,108,epperly,1.0,7,1.0,1,1,8.0,200,44:13.8,13453800.0,,,,0,,1,Finished
18575,18576,769,479,brooks,118,vanwall,4.0,5,1.0,1,1,8.0,24,37:06.3,5826300.0,,,,0,,1,Finished
18594,18595,770,578,hawthorn,6,ferrari,4.0,1,1.0,1,1,9.0,50,03:21.3,7401300.0,,,,0,,1,Finished
18615,18616,771,581,collins,6,ferrari,1.0,6,1.0,1,1,8.0,75,09:04.2,7744200.0,,,,0,,1,Finished
18635,18636,772,479,brooks,118,vanwall,8.0,2,1.0,1,1,8.0,15,21:15.0,8475000.0,,,,0,,1,Finished
18661,18662,773,475,moss,118,vanwall,2.0,1,1.0,1,1,8.0,50,11:27.8,7887800.0,,,,0,,1,Finished
18676,18677,774,479,brooks,118,vanwall,28.0,2,1.0,1,1,8.0,70,03:47.8,7427800.0,,,,0,,1,Finished
18697,18698,775,475,moss,118,vanwall,8.0,2,1.0,1,1,9.0,53,09:15.1,7755100.0,,,,0,,1,Finished
18722,18723,776,579,fangio,105,maserati,2.0,2,1.0,1,1,8.0,100,00:55.9,10855900.0,,,,0,,1,Finished
18736,18737,777,579,fangio,105,maserati,32.0,1,1.0,1,1,9.0,105,10:12.8,11412800.0,,,,0,,1,Finished
18757,18758,778,611,hanks,108,epperly,9.0,13,1.0,1,1,8.0,200,41:14.3,13274250.0,,,,0,,1,Finished
18790,18791,779,579,fangio,105,maserati,2.0,1,1.0,1,1,8.0,77,07:46.4,11266400.0,,,,0,,1,Finished
18805,18806,780,479,brooks,118,vanwall,20.0,3,1.0,1,1,4.0,90,06:37.8,11197800.0,,,,0,,1,Finished
18824,18825,781,579,fangio,105,maserati,1.0,1,1.0,1,1,9.0,22,30:38.3,12638300.0,,,,0,,1,Finished
18848,18849,782,475,moss,118,vanwall,26.0,2,1.0,1,1,9.0,18,59:22.7,10762700.0,,,,0,,1,Finished
18864,18865,783,475,moss,118,vanwall,18.0,2,1.0,1,1,8.0,87,35:03.9,9303900.0,,,,0,,1,Finished
18882,18883,784,577,musso,6,ferrari,34.0,3,1.0,1,1,5.0,98,00:03.7,10803700.0,,,,0,,1,Finished
18895,18896,785,475,moss,105,maserati,28.0,2,1.0,1,1,8.0,100,00:32.9,10832900.0,,,,0,,1,Finished
18913,18914,786,559,flaherty,107,watson,8.0,1,1.0,1,1,8.0,200,53:28.8,14008840.0,,,,0,,1,Finished
18946,18947,787,581,collins,6,ferrari,8.0,3,1.0,1,1,8.0,36,40:00.3,9600300.0,,,,0,,1,Finished
18961,18962,788,581,collins,6,ferrari,14.0,3,1.0,1,1,8.0,61,34:23.4,9263400.0,,,,0,,1,Finished
18981,18982,789,579,fangio,6,ferrari,1.0,2,1.0,1,1,8.0,101,59:47.0,10787000.0,,,,0,,1,Finished
19009,19010,790,579,fangio,6,ferrari,1.0,1,1.0,1,1,9.0,22,38:43.7,13123700.0,,,,0,,1,Finished
19031,19032,791,475,moss,105,maserati,36.0,6,1.0,1,1,9.0,50,23:41.3,8621300.0,,,,0,,1,Finished
19056,19057,792,579,fangio,131,mercedes,2.0,3,1.0,1,1,9.0,96,00:38.6,10838600.0,,,,0,,1,Finished
19077,19078,793,427,trintignant,6,ferrari,44.0,9,1.0,1,1,8.0,100,58:09.8,10689800.0,,,,0,,1,Finished
19100,19101,794,628,sweikert,113,kurtis_kraft,6.0,14,1.0,1,1,8.0,200,53:59.5,14039530.0,,,,0,,1,Finished
19133,19134,795,579,fangio,131,mercedes,10.0,2,1.0,1,1,9.0,36,39:29.0,9569000.0,,,,0,,1,Finished
19149,19150,796,579,fangio,131,mercedes,8.0,1,1.0,1,1,8.0,100,54:23.8,10463800.0,,,,0,,1,Finished
19165,19166,797,475,moss,131,mercedes,12.0,1,1.0,1,1,9.0,90,07:21.2,11241200.0,,,,0,,1,Finished
19190,19191,798,579,fangio,131,mercedes,18.0,1,1.0,1,1,8.0,50,25:04.4,8704400.0,,,,0,,1,Finished
19213,19214,799,579,fangio,105,maserati,2.0,3,1.0,1,1,8.0,87,00:55.8,10855800.0,,,,0,,1,Finished
19231,19232,800,657,vukovich,113,kurtis_kraft,14.0,19,1.0,1,1,8.0,200,49:17.3,13757270.0,,,,0,,1,Finished
19264,19265,801,579,fangio,105,maserati,26.0,1,1.0,1,1,9.0,36,44:42.4,9882400.0,,,,0,,1,Finished
19278,19279,802,579,fangio,131,mercedes,18.0,1,1.0,1,1,8.0,61,42:47.9,9767900.0,,,,0,,1,Finished
19300,19301,803,498,gonzalez,6,ferrari,9.0,2,1.0,1,1,8.14,90,56:14.0,10574000.0,,,,0,,1,Finished
19332,19333,804,579,fangio,131,mercedes,18.0,1,1.0,1,1,8.0,22,45:45.8,13545800.0,,,,0,,1,Finished
19355,19356,805,579,fangio,131,mercedes,4.0,2,1.0,1,1,9.0,66,00:34.5,10834500.0,,,,0,,1,Finished
19372,19373,806,579,fangio,131,mercedes,16.0,1,1.0,1,1,8.0,80,47:47.9,10067900.0,,,,0,,1,Finished
19393,19394,807,578,hawthorn,6,ferrari,38.0,3,1.0,1,1,8.0,80,13:52.1,11632100.0,,,,0,,1,Finished
19415,19416,808,647,ascari,6,ferrari,10.0,1,1.0,1,1,9.0,97,01:04.6,10864600.0,,,,0,,1,Finished
19431,19432,809,657,vukovich,113,kurtis_kraft,14.0,1,1.0,1,1,9.0,200,53:01.7,13981690.0,,,,0,,1,Finished
19464,19465,810,647,ascari,6,ferrari,2.0,1,1.0,1,1,8.0,90,53:35.8,10415800.0,,,,0,,1,Finished
19483,19484,811,647,ascari,6,ferrari,10.0,2,1.0,1,1,8.0,36,48:30.3,10110300.0,,,,0,,1,Finished
19503,19504,812,578,hawthorn,6,ferrari,16.0,7,1.0,1,1,8.0,60,44:18.6,9858600.0,,,,0,,1,Finished
19528,19529,813,647,ascari,6,ferrari,5.0,1,1.0,1,1,8.5,90,50:00.0,10200000.0,,,,0,,1,Finished
19555,19556,814,642,farina,6,ferrari,12.0,3,1.0,1,1,8.0,18,02:25.0,10945000.0,,,,0,,1,Finished
19589,19590,815,647,ascari,6,ferrari,46.0,2,1.0,1,1,9.0,65,01:34.4,10894400.0,,,,0,,1,Finished
19609,19610,816,579,fangio,105,maserati,50.0,2,1.0,1,1,9.0,80,49:45.9,10185900.0,,,,0,,1,Finished
19639,19640,817,641,taruffi,6,ferrari,30.0,2,1.0,1,1,9.0,62,01:46.1,10906100.0,,,,0,,1,Finished
19660,19661,818,526,ruttman,114,kuzma,98.0,7,1.0,1,1,8.0,200,52:41.9,13961880.0,,,,0,,1,Finished
19693,19694,819,647,ascari,6,ferrari,4.0,1,1.0,1,1,9.0,36,03:46.3,11026300.0,,,,0,,1,Finished
19715,19716,820,647,ascari,6,ferrari,8.0,1,1.0,1,1,9.0,77,00:00.0,10800000.0,,,,0,,1,Finished
19735,19736,821,647,ascari,6,ferrari,15.0,2,1.0,1,1,9.0,85,46:11.0,9971000.0,,,,0,,1,Finished
19767,19768,822,647,ascari,6,ferrari,101.0,1,1.0,1,1,9.0,18,06:13.3,11173300.0,,,,0,,1,Finished
19797,19798,823,647,ascari,6,ferrari,2.0,1,1.0,1,1,9.0,90,53:28.5,10408500.0,,,,0,,1,Finished
19815,19816,824,647,ascari,6,ferrari,12.0,1,1.0,1,1,8.5,80,50:45.6,10245600.0,,,,0,,1,Finished
19850,19851,825,579,fangio,51,alfa,24.0,1,1.0,1,1,9.0,42,07:53.6,7673640.0,,,,0,,1,Finished
19871,19872,826,766,wallard,113,kurtis_kraft,99.0,2,1.0,1,1,9.0,200,57:38.0,14258050.0,,,,0,,1,Finished
19904,19905,827,642,farina,51,alfa,4.0,2,1.0,1,1,8.0,36,45:46.2,9946200.0,,,,0,,1,Finished
19917,19918,828,786,fagioli,51,alfa,8.0,7,1.0,1,1,4.0,77,22:11.0,12131000.0,,,,0,,1,Finished
19940,19941,829,498,gonzalez,6,ferrari,12.0,1,1.0,1,1,8.0,90,42:18.2,9738200.0,,,,0,,1,Finished
19960,19961,830,647,ascari,6,ferrari,71.0,1,1.0,1,1,8.0,20,23:03.3,12183300.0,,,,0,,1,Finished
19982,19983,831,647,ascari,6,ferrari,2.0,3,1.0,1,1,8.0,80,42:39.3,9759300.0,,,,0,,1,Finished
20004,20005,832,579,fangio,51,alfa,22.0,2,1.0,1,1,9.0,70,46:54.1,10014100.0,,,,0,,1,Finished
20024,20025,833,642,farina,51,alfa,2.0,1,1.0,1,1,9.0,70,13:23.6,8003600.0,,,,0,,1,Finished
20045,20046,834,579,fangio,51,alfa,34.0,1,1.0,1,1,9.0,100,13:18.7,11598700.0,,,,0,,1,Finished
20066,20067,835,593,parsons,113,kurtis_kraft,1.0,5,1.0,1,1,9.0,138,46:56.0,10015970.0,,,,0,,1,Finished
20099,20100,836,642,farina,51,alfa,16.0,2,1.0,1,1,9.0,42,02:53.7,7373700.0,,,,0,,1,Finished
20117,20118,837,579,fangio,51,alfa,10.0,2,1.0,1,1,8.0,35,47:26.0,10046000.0,,,,0,,1,Finished
20131,20132,838,579,fangio,51,alfa,6.0,1,1.0,1,1,9.0,64,57:52.8,10672800.0,,,,0,,1,Finished
20149,20150,839,642,farina,51,alfa,10.0,3,1.0,1,1,8.0,80,51:17.4,10277400.0,,,,0,,1,Finished
20185,20186,828,579,fangio,51,alfa,8.0,7,1.0,1,1,5.0,77,22:11.0,12131000.0,,,,0,,1,Finished
20266,20267,784,579,fangio,6,ferrari,34.0,3,1.0,1,1,5.0,98,00:03.7,10803700.0,,,,0,,1,Finished
20288,20291,780,475,moss,118,vanwall,20.0,3,1.0,1,1,5.0,90,06:37.8,11197800.0,,,,0,,1,Finished
20297,20300,728,373,clark,172,lotus-climax,1.0,1,1.0,1,1,9.0,85,10:36.9,7836900.0,,,,0,,1,Finished
20320,20323,337,4,alonso,6,ferrari,8.0,3,1.0,1,1,25.0,49,39:20.4,5960396.0,45.0,1.0,01:58.3,118300,191.706,1,Finished
20344,20347,338,18,button,1,mclaren,1.0,4,1.0,1,1,25.0,58,33:36.5,5616531.0,52.0,6.0,01:29.3,89300,213.804,1,Finished
20368,20371,339,20,vettel,9,red_bull,5.0,3,1.0,1,1,25.0,56,33:48.4,5628412.0,53.0,6.0,01:37.8,97800,204.009,1,Finished
20392,20395,340,18,button,1,mclaren,1.0,5,1.0,1,1,25.0,56,46:42.2,6402163.0,14.0,4.0,01:42.9,102900,190.731,1,Finished
20416,20419,341,17,webber,9,red_bull,6.0,1,1.0,1,1,25.0,66,35:44.1,5744101.0,62.0,2.0,01:24.8,84800,197.552,1,Finished
20440,20443,342,17,webber,9,red_bull,6.0,1,1.0,1,1,25.0,78,50:13.4,6613355.0,63.0,2.0,01:15.3,75300,159.643,1,Finished
20464,20467,343,1,hamilton,1,mclaren,2.0,2,1.0,1,1,25.0,58,28:47.6,5327620.0,54.0,12.0,01:30.1,90100,213.342,1,Finished
20488,20491,344,1,hamilton,1,mclaren,2.0,1,1.0,1,1,25.0,70,33:53.5,5633456.0,62.0,2.0,01:17.8,77800,201.778,1,Finished
20512,20515,345,20,vettel,9,red_bull,5.0,1,1.0,1,1,25.0,57,40:29.6,6029571.0,52.0,3.0,01:39.1,99100,196.774,1,Finished
20536,20539,346,17,webber,9,red_bull,6.0,2,1.0,1,1,25.0,52,24:38.2,5078200.0,45.0,4.0,01:32.4,92400,229.608,1,Finished
20560,20563,347,4,alonso,6,ferrari,8.0,2,1.0,1,1,25.0,67,27:38.9,5258864.0,66.0,2.0,01:15.9,75900,217.005,1,Finished
20584,20587,348,17,webber,9,red_bull,6.0,2,1.0,1,1,25.0,70,41:05.6,6065571.0,46.0,2.0,01:22.7,82700,190.821,1,Finished
20608,20611,349,1,hamilton,1,mclaren,2.0,2,1.0,1,1,25.0,44,29:04.3,5344268.0,32.0,1.0,01:49.1,109100,231.178,1,Finished
20632,20635,350,4,alonso,6,ferrari,8.0,1,1.0,1,1,25.0,53,16:24.6,4584572.0,52.0,1.0,01:24.1,84100,247.861,1,Finished
20656,20659,351,4,alonso,6,ferrari,8.0,1,1.0,1,1,25.0,61,57:53.6,7073579.0,58.0,1.0,01:48.0,108000,169.137,1,Finished
20680,20683,352,20,vettel,9,red_bull,5.0,1,1.0,1,1,25.0,53,30:27.3,5427323.0,51.0,3.0,01:33.7,93700,223.219,1,Finished
20704,20707,353,4,alonso,6,ferrari,8.0,3,1.0,1,1,25.0,55,48:20.8,10100810.0,42.0,1.0,01:50.3,110300,183.335,1,Finished
20728,20731,354,20,vettel,9,red_bull,5.0,2,1.0,1,1,25.0,71,33:11.8,5591803.0,70.0,6.0,01:14.3,74300,208.828,1,Finished
20752,20755,355,20,vettel,9,red_bull,5.0,1,1.0,1,1,25.0,55,39:36.8,5976837.0,50.0,4.0,01:41.7,101700,196.526,1,Finished
20776,20779,841,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,58,29:30.3,5370259.0,44.0,4.0,01:29.8,89800,212.488,1,Finished
20798,20801,842,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,56,37:39.8,5859832.0,33.0,6.0,01:41.5,101500,196.523,1,Finished
20822,20825,843,1,hamilton,1,mclaren,3.0,3,1.0,1,1,25.0,56,36:58.2,5818226.0,,0.0,,0,,1,Finished
20846,20849,844,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,58,30:17.6,5417558.0,50.0,3.0,01:29.9,89900,213.669,1,Finished
20870,20873,845,20,vettel,9,red_bull,1.0,2,1.0,1,1,25.0,66,39:03.3,5943301.0,60.0,4.0,01:27.2,87200,192.262,1,Finished
20894,20897,846,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,78,09:38.4,7778373.0,78.0,2.0,01:16.3,76300,157.656,1,Finished
20917,20920,847,18,button,1,mclaren,4.0,7,1.0,1,1,25.0,70,04:39.5,14679537.0,69.0,1.0,01:17.0,77000,204.007,1,Finished
20941,20944,848,20,vettel,9,red_bull,1.0,1,1.0,1,1,25.0,57,39:36.2,5976169.0,53.0,1.0,01:41.9,101900,191.536,1,Finished
